Student ID,Gender,Age,Current Course,Marks,Absences,Study Hours,Career Interest Level,Career Choice,Soft Skills,Languages Spoken
8276,Female,19,Science,89,4,28,7,Accountancy,Empathy,Chinese
8277,Male,20,Arts,41,3,26,3,Computer Science,Negotiation,English
8278,Male,18,Economy,62,3,27,7,Computer Science,Communication,Spanish
8279,Female,21,Technology,90,4,23,1,Education,Empathy,Spanish
8280,Female,24,Arts,65,5,27,4,Accountancy,Research,German
8281,Male,20,Science,95,0,23,7,Project Management,Critical Thinking,French
8282,Female,21,Science,53,5,26,9,Project Management,Teamwork,French
8283,Female,20,Literature,67,1,20,10,Medical Doctor,Teamwork,Chinese
8284,Male,22,Technology,61,4,28,3,Medical Doctor,Decision-making,German
8285,Male,21,Technology,48,4,26,7,Accountancy,Decision-making,English
8286,Female,20,Science,98,3,16,8,Computer Science,Analytical,English
8287,Male,23,Economy,50,0,23,2,Policy,Problem-solving,English
8288,Female,22,Technology,70,0,29,10,Project Management,Problem-solving,Chinese
8289,Male,19,Economy,79,2,23,7,Medical Doctor,Analytical,German
8290,Male,24,Literature,74,3,15,1,Project Management,Time Management,English
8291,Female,20,Science,44,5,30,5,Policy,Empathy,Chinese
8292,Female,24,Technology,70,2,17,6,Project Management,Communication,English
8293,Male,19,Science,90,3,14,2,Computer Science,Adaptability,German
8294,Female,20,Literature,59,5,14,2,Accountancy,Research,French
8295,Male,20,Literature,73,2,10,4,Accountancy,Patience,French
8296,Female,20,Arts,62,0,21,10,Project Management,Analytical,English
8297,Male,19,Literature,52,4,27,2,Law,Communication,English
8298,Female,24,Arts,65,5,28,8,Arts,Negotiation,Chinese
8299,Male,18,Science,46,5,23,9,Education,Empathy,Spanish
8300,Female,20,Literature,68,3,26,7,Law,Negotiation,French
8301,Female,20,Technology,88,5,26,7,Accountancy,Research,Chinese
8302,Male,20,Economy,46,3,17,7,Medical Doctor,Creativity,Chinese
8303,Female,23,Arts,85,4,18,2,Computer Science,Teamwork,German
8304,Female,20,Literature,67,3,13,8,Project Management,Adaptability,English
8305,Female,24,Literature,82,1,23,3,Arts,Adaptability,German
8306,Female,23,Arts,51,3,24,7,Arts,Patience,French
8307,Female,23,Literature,66,3,18,7,Policy,Critical Thinking,Spanish
8308,Male,24,Economy,70,2,30,4,Education,Analytical,English
8309,Female,23,Science,96,4,16,10,Education,Negotiation,Spanish
8310,Male,19,Arts,80,2,28,6,Medical Doctor,Empathy,Chinese
8311,Female,22,Arts,49,1,16,5,Education,Adaptability,French
8312,Female,24,Technology,86,3,19,7,Accountancy,Empathy,Spanish
8313,Male,23,Arts,82,3,29,1,Accountancy,Leadership,German
8314,Female,22,Technology,49,0,22,10,Arts,Research,French
8315,Male,24,Technology,86,3,30,7,Policy,Empathy,French
8316,Female,22,Economy,91,0,26,2,Education,Patience,Chinese
8317,Male,19,Arts,52,1,12,8,Law,Communication,English
8318,Female,22,Science,100,0,21,4,Education,Adaptability,Chinese
8319,Female,23,Literature,77,1,29,4,Accountancy,Empathy,Spanish
8320,Male,18,Arts,74,5,18,1,Medical Doctor,Communication,French
8321,Female,20,Economy,45,4,19,3,Project Management,Research,Spanish
8322,Female,23,Science,71,4,29,8,Accountancy,Leadership,French
8323,Male,20,Literature,91,2,18,10,Policy,Problem-solving,Spanish
8324,Male,20,Economy,81,3,23,3,Project Management,Patience,Spanish
8325,Female,20,Economy,72,1,21,3,Arts,Decision-making,Spanish
8326,Female,21,Literature,48,2,22,8,Accountancy,Creativity,Chinese
8327,Female,19,Literature,77,3,19,6,Medical Doctor,Empathy,English
8328,Female,19,Arts,60,0,19,1,Medical Doctor,Critical Thinking,French
8329,Male,18,Economy,62,5,14,2,Education,Leadership,English
8330,Male,20,Arts,45,3,26,9,Accountancy,Teamwork,Chinese
8331,Male,19,Arts,84,5,26,6,Medical Doctor,Research,French
8332,Male,22,Literature,60,0,20,10,Accountancy,Patience,German
8333,Female,18,Arts,64,2,25,9,Law,Problem-solving,English
8334,Female,18,Economy,93,5,15,5,Project Management,Leadership,Chinese
8335,Male,20,Economy,80,1,13,7,Medical Doctor,Problem-solving,English
8336,Female,21,Literature,94,4,14,10,Arts,Patience,German
8337,Male,24,Science,40,5,19,3,Law,Creativity,Spanish
8338,Female,24,Economy,65,1,28,4,Accountancy,Analytical,Chinese
8339,Female,21,Science,74,1,27,10,Medical Doctor,Negotiation,Spanish
8340,Female,18,Literature,59,1,17,5,Policy,Patience,English
8341,Male,18,Science,41,2,28,4,Education,Negotiation,Spanish
8342,Male,22,Economy,60,4,17,7,Project Management,Decision-making,German
8343,Female,22,Arts,41,5,19,5,Project Management,Leadership,German
8344,Female,21,Economy,88,5,15,9,Law,Communication,English
8345,Female,22,Science,60,0,14,2,Arts,Empathy,German
8346,Male,24,Technology,42,1,21,2,Medical Doctor,Analytical,Chinese
8347,Female,22,Arts,51,0,13,4,Computer Science,Time Management,German
8348,Male,23,Literature,43,4,26,2,Education,Time Management,Chinese
8349,Female,21,Literature,66,2,24,8,Policy,Patience,German
8350,Female,22,Arts,88,5,25,8,Education,Critical Thinking,French
8351,Male,23,Science,72,2,10,7,Law,Problem-solving,French
8352,Female,21,Arts,96,3,17,10,Law,Time Management,German
8353,Female,20,Technology,95,2,12,7,Project Management,Time Management,English
8354,Female,18,Literature,91,0,25,3,Medical Doctor,Critical Thinking,German
8355,Male,20,Technology,66,4,29,2,Project Management,Time Management,English
8356,Female,22,Literature,95,4,19,5,Policy,Negotiation,Chinese
8357,Female,22,Arts,84,3,28,1,Law,Problem-solving,Chinese
8358,Female,20,Technology,93,2,19,3,Policy,Leadership,Spanish
8359,Female,20,Science,74,2,10,4,Accountancy,Communication,Chinese
8360,Male,18,Technology,95,3,22,8,Accountancy,Communication,Chinese
8361,Male,18,Economy,94,1,18,2,Computer Science,Problem-solving,English
8362,Female,19,Literature,92,2,17,8,Project Management,Decision-making,Chinese
8363,Female,18,Science,85,1,10,6,Accountancy,Analytical,German
8364,Female,20,Literature,50,1,10,10,Accountancy,Research,English
8365,Female,19,Literature,66,5,17,10,Computer Science,Decision-making,Spanish
8366,Male,24,Technology,80,5,11,10,Project Management,Research,English
8367,Female,22,Arts,96,2,18,7,Arts,Analytical,French
8368,Female,19,Arts,82,5,13,1,Accountancy,Leadership,Chinese
8369,Male,24,Literature,96,3,25,8,Education,Research,English
8370,Female,24,Literature,86,3,24,10,Policy,Critical Thinking,Spanish
8371,Male,22,Science,49,0,21,1,Law,Creativity,French
8372,Male,19,Technology,93,4,24,9,Education,Creativity,English
8373,Female,22,Literature,90,5,17,7,Policy,Negotiation,Spanish
8374,Male,22,Arts,48,5,20,4,Project Management,Patience,English
8375,Female,19,Economy,99,0,23,9,Project Management,Problem-solving,Spanish
8376,Male,22,Economy,43,4,10,10,Computer Science,Creativity,Chinese
8377,Female,20,Economy,53,3,10,3,Policy,Patience,German
8378,Male,23,Science,68,3,15,4,Medical Doctor,Negotiation,Spanish
8379,Female,21,Technology,41,3,29,8,Computer Science,Teamwork,French
8380,Male,23,Technology,45,0,12,6,Law,Research,Chinese
8381,Male,24,Technology,70,5,13,3,Policy,Adaptability,French
8382,Female,18,Literature,51,1,18,2,Policy,Critical Thinking,French
8383,Male,20,Economy,87,4,20,9,Policy,Creativity,English
8384,Male,20,Science,82,2,14,3,Arts,Communication,German
8385,Female,20,Science,70,4,26,7,Law,Patience,French
8386,Female,18,Arts,99,2,12,3,Policy,Adaptability,English
8387,Female,22,Arts,69,5,24,1,Law,Analytical,Spanish
8388,Male,18,Technology,40,5,20,6,Project Management,Problem-solving,German
8389,Male,19,Technology,46,4,13,4,Law,Problem-solving,French
8390,Male,19,Technology,40,4,16,10,Computer Science,Critical Thinking,German
8391,Female,23,Science,87,5,14,6,Computer Science,Negotiation,French
8392,Female,21,Literature,42,2,14,5,Computer Science,Decision-making,Spanish
8393,Female,18,Science,42,2,28,2,Education,Analytical,Spanish
8394,Male,20,Technology,76,0,26,3,Arts,Analytical,French
8395,Female,19,Science,84,1,28,1,Accountancy,Problem-solving,German
8396,Male,19,Economy,47,1,27,5,Medical Doctor,Decision-making,Spanish
8397,Male,24,Technology,69,0,18,1,Law,Problem-solving,Spanish
8398,Male,22,Arts,67,1,21,3,Policy,Critical Thinking,French
8399,Female,23,Literature,57,0,15,6,Project Management,Problem-solving,Spanish
8400,Female,24,Science,48,5,25,6,Accountancy,Negotiation,French
8401,Female,20,Technology,49,2,24,4,Computer Science,Problem-solving,German
8402,Male,19,Literature,73,5,21,6,Education,Communication,French
8403,Female,24,Arts,97,2,16,3,Policy,Teamwork,Chinese
8404,Male,24,Arts,70,5,10,10,Medical Doctor,Teamwork,Spanish
8405,Male,24,Science,44,0,19,6,Arts,Patience,English
8406,Male,18,Technology,60,2,23,9,Accountancy,Decision-making,Chinese
8407,Female,22,Arts,92,5,12,7,Medical Doctor,Decision-making,French
8408,Female,23,Science,53,1,20,1,Computer Science,Teamwork,Spanish
8409,Female,20,Economy,73,0,24,8,Accountancy,Time Management,French
8410,Male,23,Literature,44,0,19,5,Computer Science,Leadership,German
8411,Male,19,Arts,82,0,15,3,Policy,Critical Thinking,Chinese
8412,Male,24,Arts,99,3,16,1,Policy,Leadership,Spanish
8413,Female,18,Arts,99,3,10,6,Computer Science,Empathy,Spanish
8414,Female,20,Arts,75,0,29,3,Arts,Decision-making,German
8415,Male,22,Economy,90,1,17,6,Policy,Patience,German
8416,Male,19,Literature,81,0,25,5,Law,Problem-solving,Chinese
8417,Male,19,Technology,88,1,15,3,Arts,Adaptability,French
8418,Male,18,Economy,52,2,17,3,Law,Communication,German
8419,Female,19,Science,94,2,16,8,Policy,Patience,French
8420,Male,24,Economy,89,1,28,10,Policy,Creativity,German
8421,Female,19,Technology,47,5,18,7,Medical Doctor,Teamwork,German
8422,Male,24,Economy,58,3,13,5,Policy,Research,English
8423,Female,23,Technology,98,1,24,10,Arts,Communication,Spanish
8424,Male,20,Science,84,5,29,1,Accountancy,Negotiation,German
8425,Male,18,Economy,89,2,12,5,Arts,Teamwork,French
8426,Male,21,Technology,93,3,20,4,Accountancy,Creativity,German
8427,Male,22,Literature,97,4,11,5,Education,Adaptability,English
8428,Female,22,Literature,51,5,16,8,Computer Science,Research,Chinese
8429,Male,18,Economy,56,4,14,10,Policy,Problem-solving,French
8430,Female,21,Economy,55,5,19,4,Policy,Adaptability,French
8431,Female,21,Science,50,0,14,4,Law,Problem-solving,English
8432,Female,22,Literature,74,0,26,6,Law,Analytical,Chinese
8433,Female,24,Arts,77,0,25,2,Medical Doctor,Teamwork,Chinese
8434,Male,24,Technology,48,5,25,2,Policy,Analytical,Spanish
8435,Female,24,Technology,68,3,12,5,Computer Science,Research,Chinese
8436,Male,18,Arts,66,2,12,9,Medical Doctor,Empathy,English
8437,Female,22,Science,52,2,28,2,Medical Doctor,Time Management,English
8438,Male,20,Arts,82,0,26,4,Arts,Problem-solving,German
8439,Female,24,Literature,53,3,29,1,Medical Doctor,Patience,English
8440,Male,21,Economy,71,4,12,1,Project Management,Adaptability,French
8441,Male,21,Literature,45,1,15,1,Computer Science,Research,Spanish
8442,Male,23,Technology,53,2,27,10,Policy,Empathy,German
8443,Female,20,Literature,67,5,11,5,Accountancy,Adaptability,German
8444,Female,20,Technology,77,0,16,10,Computer Science,Patience,Chinese
8445,Male,18,Literature,86,4,25,7,Medical Doctor,Creativity,French
8446,Male,18,Science,40,1,30,10,Education,Communication,English
8447,Male,18,Literature,66,4,20,10,Law,Analytical,Chinese
8448,Male,22,Economy,65,5,13,6,Computer Science,Decision-making,German
8449,Male,18,Arts,42,1,11,1,Project Management,Time Management,English
8450,Male,18,Science,73,5,11,5,Law,Problem-solving,German
8451,Male,23,Arts,72,4,15,10,Medical Doctor,Creativity,French
8452,Female,24,Arts,55,4,10,1,Education,Negotiation,French
8453,Female,18,Science,42,4,24,3,Computer Science,Empathy,Chinese
8454,Male,24,Technology,45,2,30,5,Education,Leadership,English
8455,Male,22,Economy,55,2,30,2,Arts,Empathy,Chinese
8456,Female,24,Economy,88,4,20,8,Computer Science,Problem-solving,Chinese
8457,Female,23,Literature,91,3,27,10,Arts,Critical Thinking,French
8458,Female,23,Science,76,1,20,5,Education,Adaptability,French
8459,Male,22,Technology,87,2,15,7,Education,Empathy,French
8460,Male,19,Literature,59,2,19,7,Medical Doctor,Problem-solving,Chinese
8461,Female,20,Literature,91,0,24,9,Policy,Empathy,English
8462,Female,20,Literature,75,2,30,6,Law,Empathy,French
8463,Male,20,Literature,92,4,19,8,Project Management,Patience,English
8464,Male,24,Arts,56,3,17,4,Arts,Decision-making,German
8465,Female,24,Science,58,1,16,9,Computer Science,Problem-solving,German
8466,Female,24,Economy,51,1,21,5,Education,Communication,Chinese
8467,Male,24,Literature,45,0,20,10,Medical Doctor,Problem-solving,French
8468,Male,21,Science,55,3,20,2,Medical Doctor,Time Management,German
8469,Female,22,Arts,77,5,17,9,Education,Leadership,German
8470,Female,22,Arts,93,0,12,4,Project Management,Negotiation,French
8471,Male,19,Science,56,2,29,1,Computer Science,Communication,Spanish
8472,Male,23,Arts,75,2,25,4,Law,Negotiation,French
8473,Female,19,Science,95,3,23,6,Medical Doctor,Research,German
8474,Female,21,Economy,49,4,17,8,Policy,Adaptability,Spanish
8475,Female,18,Arts,53,3,20,1,Accountancy,Patience,Spanish
8476,Male,24,Literature,78,3,28,5,Law,Critical Thinking,German
8477,Male,24,Arts,54,0,15,2,Computer Science,Negotiation,German
8478,Male,18,Arts,47,4,23,9,Computer Science,Negotiation,English
8479,Male,21,Science,74,3,23,3,Computer Science,Decision-making,Chinese
8480,Male,24,Arts,82,4,29,4,Accountancy,Analytical,French
8481,Female,24,Arts,47,5,13,7,Project Management,Patience,Chinese
8482,Male,22,Science,40,2,12,1,Project Management,Problem-solving,English
8483,Male,23,Science,83,2,17,6,Law,Communication,French
8484,Male,19,Science,49,0,21,6,Arts,Negotiation,English
8485,Male,19,Arts,61,5,13,4,Education,Research,German
8486,Male,18,Technology,79,1,25,8,Law,Creativity,Chinese
8487,Male,19,Science,83,0,16,5,Medical Doctor,Teamwork,Chinese
8488,Male,19,Arts,54,3,15,2,Arts,Adaptability,Spanish
8489,Female,20,Arts,79,4,29,2,Policy,Research,French
8490,Male,23,Science,49,3,12,6,Arts,Creativity,Chinese
8491,Female,18,Science,51,2,23,10,Accountancy,Creativity,Spanish
8492,Female,21,Literature,85,1,18,8,Education,Time Management,Spanish
8493,Male,19,Arts,86,1,20,7,Project Management,Negotiation,German
8494,Female,21,Economy,67,4,22,8,Computer Science,Time Management,English
8495,Female,19,Arts,52,4,27,6,Project Management,Teamwork,Chinese
8496,Male,22,Technology,78,1,15,9,Policy,Creativity,Chinese
8497,Female,24,Literature,49,0,11,9,Computer Science,Critical Thinking,English
8498,Female,23,Literature,57,4,29,3,Computer Science,Communication,Chinese
8499,Male,18,Technology,78,1,25,5,Law,Research,French
8500,Female,23,Literature,93,5,10,7,Law,Decision-making,Chinese
8501,Female,18,Arts,79,0,16,10,Policy,Analytical,Chinese
8502,Male,19,Arts,56,2,24,2,Policy,Patience,English
8503,Male,21,Arts,60,4,29,5,Education,Problem-solving,Chinese
8504,Male,18,Literature,40,5,25,1,Policy,Communication,Chinese
8505,Female,23,Literature,67,3,21,6,Arts,Empathy,German
8506,Male,18,Economy,99,5,10,6,Law,Analytical,French
8507,Male,23,Science,79,3,15,8,Law,Communication,French
8508,Male,20,Literature,93,2,29,8,Policy,Communication,German
8509,Male,23,Literature,93,4,13,5,Project Management,Negotiation,German
8510,Male,21,Economy,50,1,26,9,Policy,Patience,Spanish
8511,Male,22,Economy,85,1,25,2,Policy,Research,French
8512,Male,23,Science,71,0,10,3,Project Management,Teamwork,German
8513,Female,22,Literature,68,2,30,4,Education,Empathy,English
8514,Male,24,Science,83,4,17,8,Education,Teamwork,Spanish
8515,Male,21,Economy,73,2,10,5,Law,Communication,Spanish
8516,Male,22,Literature,42,0,25,2,Law,Negotiation,Spanish
8517,Male,21,Economy,53,3,18,7,Law,Communication,Spanish
8518,Female,24,Literature,81,0,16,9,Medical Doctor,Negotiation,German
8519,Female,19,Science,69,3,26,1,Policy,Time Management,Chinese
8520,Male,19,Literature,95,4,16,4,Computer Science,Research,Chinese
8521,Male,22,Economy,64,0,16,10,Computer Science,Problem-solving,Chinese
8522,Female,20,Arts,83,1,16,5,Medical Doctor,Negotiation,Chinese
8523,Female,23,Economy,56,5,28,4,Arts,Communication,Chinese
8524,Female,24,Literature,76,5,15,3,Project Management,Teamwork,German
8525,Male,19,Arts,40,0,15,3,Education,Adaptability,Spanish
8526,Male,18,Science,41,5,17,10,Computer Science,Negotiation,Chinese
8527,Male,19,Economy,70,0,28,3,Policy,Analytical,Chinese
8528,Male,24,Economy,89,5,13,4,Law,Teamwork,German
8529,Male,19,Economy,67,4,27,4,Law,Empathy,English
8530,Male,18,Arts,92,5,29,3,Accountancy,Creativity,Chinese
8531,Male,19,Literature,56,5,20,10,Computer Science,Problem-solving,Spanish
8532,Male,19,Economy,41,5,17,4,Policy,Time Management,Chinese
8533,Male,23,Literature,83,5,21,9,Computer Science,Creativity,French
8534,Male,18,Technology,40,3,17,3,Project Management,Patience,French
8535,Male,24,Science,100,4,26,4,Law,Research,English
8536,Male,23,Economy,64,1,18,6,Policy,Empathy,English
8537,Female,22,Literature,73,5,14,10,Policy,Decision-making,French
8538,Female,20,Technology,40,2,19,10,Law,Patience,Chinese
8539,Female,21,Literature,42,1,23,5,Arts,Empathy,French
8540,Male,21,Arts,77,0,15,8,Project Management,Research,German
8541,Female,24,Economy,82,5,25,8,Education,Analytical,Chinese
8542,Male,20,Arts,83,3,20,7,Project Management,Negotiation,Spanish
8543,Female,19,Literature,98,3,19,3,Computer Science,Analytical,Chinese
8544,Male,21,Arts,44,2,28,4,Law,Creativity,German
8545,Male,20,Economy,48,2,10,7,Education,Time Management,Chinese
8546,Female,22,Science,43,1,25,4,Medical Doctor,Communication,English
8547,Female,23,Arts,40,1,16,2,Education,Teamwork,French
8548,Female,18,Literature,78,5,19,4,Project Management,Teamwork,Spanish
8549,Male,19,Arts,78,2,18,3,Medical Doctor,Patience,Spanish
8550,Female,19,Science,83,1,10,1,Education,Communication,Spanish
8551,Male,23,Science,89,2,12,7,Education,Creativity,English
8552,Female,21,Technology,95,0,11,10,Arts,Analytical,Chinese
8553,Male,20,Arts,86,5,18,4,Policy,Leadership,Spanish
8554,Female,23,Economy,52,5,11,5,Medical Doctor,Negotiation,Chinese
8555,Female,20,Technology,57,1,24,2,Project Management,Problem-solving,French
8556,Female,21,Economy,65,3,18,6,Project Management,Decision-making,English
8557,Female,22,Economy,74,4,22,8,Policy,Negotiation,French
8558,Female,18,Science,55,4,14,5,Medical Doctor,Empathy,Chinese
8559,Male,19,Economy,66,1,20,7,Medical Doctor,Leadership,Chinese
8560,Female,24,Arts,47,4,26,2,Law,Empathy,Spanish
8561,Female,24,Technology,92,2,10,8,Law,Time Management,French
8562,Female,18,Arts,79,2,23,6,Law,Patience,French
8563,Female,21,Arts,92,1,26,2,Law,Problem-solving,English
8564,Female,20,Arts,87,0,18,5,Accountancy,Analytical,French
8565,Male,20,Technology,96,4,25,4,Medical Doctor,Leadership,German
8566,Female,20,Economy,58,4,23,8,Arts,Problem-solving,Spanish
8567,Male,22,Economy,72,1,18,4,Computer Science,Teamwork,English
8568,Male,24,Economy,53,2,26,2,Policy,Decision-making,English
8569,Female,21,Science,99,3,14,9,Policy,Creativity,Chinese
8570,Male,22,Economy,89,4,24,1,Law,Patience,English
8571,Male,19,Science,73,2,22,2,Computer Science,Problem-solving,French
8572,Male,19,Economy,91,2,30,4,Arts,Creativity,Spanish
8573,Female,18,Science,90,3,22,8,Accountancy,Patience,Spanish
8574,Female,20,Technology,61,0,17,7,Policy,Adaptability,English
8575,Female,21,Science,66,2,12,6,Policy,Problem-solving,Spanish
8576,Male,19,Technology,64,1,25,4,Project Management,Research,German
8577,Male,23,Economy,57,1,30,4,Policy,Patience,French
8578,Male,19,Technology,60,3,15,8,Policy,Research,German
8579,Male,21,Literature,65,2,10,7,Computer Science,Analytical,Chinese
8580,Male,22,Technology,99,1,25,4,Policy,Problem-solving,English
8581,Male,18,Literature,79,5,23,2,Computer Science,Problem-solving,French
8582,Female,20,Literature,93,5,18,4,Arts,Adaptability,French
8583,Female,22,Science,48,1,11,3,Arts,Teamwork,French
8584,Male,23,Arts,61,0,28,1,Computer Science,Teamwork,Spanish
8585,Female,20,Arts,78,0,11,8,Project Management,Empathy,Spanish
8586,Female,21,Economy,66,5,29,9,Law,Negotiation,French
8587,Female,19,Economy,92,3,11,5,Policy,Negotiation,English
8588,Male,24,Science,64,1,26,3,Arts,Leadership,Spanish
8589,Male,24,Literature,76,0,14,1,Accountancy,Empathy,English
8590,Male,21,Literature,50,1,10,7,Education,Patience,German
8591,Male,21,Arts,94,5,24,1,Medical Doctor,Negotiation,Chinese
8592,Female,23,Economy,54,4,10,7,Computer Science,Decision-making,English
8593,Female,24,Science,51,5,18,5,Policy,Teamwork,Chinese
8594,Female,19,Literature,68,1,25,9,Education,Research,French
8595,Female,20,Science,74,1,22,2,Computer Science,Time Management,German
8596,Female,23,Literature,99,4,22,7,Computer Science,Patience,French
8597,Male,18,Technology,51,1,25,6,Project Management,Decision-making,French
8598,Female,23,Literature,82,0,22,8,Law,Creativity,Chinese
8599,Female,24,Science,67,2,26,4,Project Management,Adaptability,German
8600,Male,23,Economy,98,2,30,7,Policy,Time Management,English
8601,Female,21,Technology,67,0,21,7,Policy,Analytical,Spanish
8602,Female,24,Economy,90,2,19,5,Policy,Teamwork,Spanish
8603,Male,21,Science,45,2,30,3,Policy,Problem-solving,English
8604,Female,19,Arts,49,4,22,9,Policy,Empathy,Chinese
8605,Male,22,Science,87,2,25,6,Education,Analytical,Chinese
8606,Female,24,Technology,89,4,27,3,Project Management,Communication,Chinese
8607,Female,24,Literature,83,5,25,6,Computer Science,Research,English
8608,Male,21,Science,60,0,28,6,Medical Doctor,Adaptability,French
8609,Female,23,Arts,54,1,21,6,Project Management,Decision-making,Chinese
8610,Female,23,Technology,62,0,11,9,Project Management,Time Management,Chinese
8611,Female,18,Arts,89,3,18,2,Computer Science,Research,German
8612,Female,21,Economy,84,4,19,6,Arts,Problem-solving,English
8613,Female,19,Science,81,3,29,4,Accountancy,Communication,Chinese
8614,Female,19,Technology,77,5,30,5,Medical Doctor,Decision-making,English
8615,Female,23,Literature,73,2,25,8,Computer Science,Empathy,German
8616,Male,22,Literature,66,1,27,9,Computer Science,Leadership,Spanish
8617,Female,24,Arts,79,5,30,9,Policy,Time Management,French
8618,Female,18,Technology,78,1,22,6,Project Management,Leadership,Spanish
8619,Male,20,Technology,89,3,30,3,Policy,Analytical,French
8620,Male,24,Technology,74,2,30,6,Policy,Analytical,German
8621,Female,20,Arts,91,4,20,1,Policy,Time Management,French
8622,Male,22,Literature,52,0,30,6,Education,Negotiation,French
8623,Female,24,Technology,54,5,22,2,Education,Time Management,French
8624,Female,21,Technology,43,3,13,7,Medical Doctor,Creativity,Chinese
8625,Female,23,Economy,83,2,14,9,Accountancy,Analytical,Spanish
8626,Female,21,Technology,85,1,12,6,Accountancy,Time Management,Chinese
8627,Male,21,Science,60,2,11,2,Law,Empathy,German
8628,Male,22,Economy,100,2,30,5,Education,Patience,Spanish
8629,Male,23,Arts,51,3,12,9,Accountancy,Analytical,French
8630,Male,18,Technology,63,1,22,6,Policy,Adaptability,Chinese
8631,Female,23,Economy,64,0,17,6,Computer Science,Problem-solving,French
8632,Female,20,Arts,85,4,27,5,Accountancy,Negotiation,Chinese
8633,Female,22,Economy,84,5,20,5,Medical Doctor,Time Management,Chinese
8634,Female,24,Technology,98,2,14,9,Arts,Problem-solving,English
8635,Female,24,Literature,74,2,28,7,Computer Science,Adaptability,English
8636,Female,20,Economy,85,2,19,9,Accountancy,Critical Thinking,Spanish
8637,Female,21,Literature,63,1,25,5,Policy,Decision-making,English
8638,Male,22,Economy,65,2,24,5,Project Management,Time Management,German
8639,Male,22,Science,76,4,28,7,Education,Patience,Chinese
8640,Female,20,Science,57,3,12,8,Arts,Analytical,German
8641,Male,23,Technology,81,1,21,5,Computer Science,Creativity,Chinese
8642,Male,20,Economy,64,1,14,6,Project Management,Empathy,German
8643,Male,21,Economy,43,2,30,7,Policy,Decision-making,German
8644,Female,24,Science,71,2,23,6,Policy,Patience,German
8645,Male,21,Science,76,3,26,9,Computer Science,Leadership,German
8646,Female,21,Arts,92,0,26,1,Project Management,Negotiation,French
8647,Male,23,Literature,72,1,10,4,Project Management,Adaptability,English
8648,Male,20,Economy,73,1,19,7,Education,Problem-solving,English
8649,Male,19,Arts,47,0,25,4,Medical Doctor,Adaptability,English
8650,Female,19,Economy,83,1,17,8,Policy,Adaptability,German
8651,Male,23,Literature,87,4,24,10,Project Management,Research,Spanish
8652,Female,22,Science,82,4,22,1,Accountancy,Problem-solving,French
8653,Male,19,Economy,72,3,21,5,Law,Teamwork,Spanish
8654,Female,24,Arts,41,1,25,4,Computer Science,Empathy,French
8655,Male,20,Technology,62,5,27,5,Policy,Communication,French
8656,Male,21,Arts,44,5,26,9,Medical Doctor,Empathy,Spanish
8657,Male,21,Technology,87,0,14,8,Education,Communication,Chinese
8658,Male,22,Technology,78,0,24,6,Project Management,Communication,Spanish
8659,Female,24,Technology,81,2,26,9,Project Management,Patience,Chinese
8660,Female,24,Science,60,0,15,4,Policy,Negotiation,Chinese
8661,Male,20,Science,57,1,25,2,Education,Communication,Spanish
8662,Male,21,Literature,88,5,22,7,Education,Research,Chinese
8663,Male,18,Arts,44,4,29,7,Law,Patience,English
8664,Male,20,Technology,75,2,19,7,Computer Science,Negotiation,Chinese
8665,Female,20,Economy,47,2,11,7,Project Management,Critical Thinking,French
8666,Male,21,Economy,41,2,21,3,Policy,Problem-solving,French
8667,Female,22,Arts,66,0,29,6,Policy,Patience,German
8668,Male,21,Technology,71,0,27,7,Law,Research,French
8669,Male,24,Technology,61,3,16,9,Medical Doctor,Communication,French
8670,Male,23,Arts,76,3,30,1,Computer Science,Empathy,Chinese
8671,Male,19,Science,100,3,25,5,Computer Science,Time Management,French
8672,Female,19,Arts,97,4,16,10,Project Management,Problem-solving,Chinese
8673,Female,22,Science,89,4,30,8,Policy,Negotiation,French
8674,Male,19,Arts,76,5,12,2,Project Management,Time Management,Spanish
8675,Male,22,Technology,48,4,18,6,Education,Problem-solving,Chinese
8676,Female,19,Literature,94,0,23,5,Policy,Communication,German
8677,Female,22,Science,45,1,28,3,Medical Doctor,Decision-making,Chinese
8678,Female,20,Arts,81,5,20,5,Computer Science,Leadership,Chinese
8679,Female,19,Economy,83,3,15,4,Policy,Leadership,English
8680,Male,23,Literature,60,4,12,7,Arts,Teamwork,German
8681,Male,22,Economy,81,1,25,9,Project Management,Leadership,French
8682,Female,20,Technology,61,0,14,10,Education,Problem-solving,French
8683,Male,23,Technology,74,2,25,6,Policy,Leadership,English
8684,Male,19,Science,40,2,29,1,Law,Negotiation,Chinese
8685,Male,23,Technology,57,1,22,5,Arts,Time Management,English
8686,Male,22,Science,46,3,21,6,Policy,Research,French
8687,Male,18,Literature,82,4,13,7,Arts,Adaptability,German
8688,Male,23,Arts,60,4,30,9,Arts,Negotiation,German
8689,Female,21,Literature,44,0,11,9,Education,Decision-making,German
8690,Female,24,Economy,50,0,12,7,Education,Decision-making,Chinese
8691,Female,24,Arts,61,2,29,2,Arts,Communication,Spanish
8692,Male,21,Technology,97,4,18,2,Education,Critical Thinking,Spanish
8693,Male,18,Literature,100,2,27,2,Law,Communication,Spanish
8694,Female,18,Technology,82,4,13,6,Arts,Communication,English
8695,Female,22,Economy,47,0,15,4,Accountancy,Empathy,German
